Model_Parameters, Mean Cost, Action, Context, Probability
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.01370225248780235, 1, [15  9  3], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.010699173721642337, 1, [22  6  2], 0.9507335353588049
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.012139910186182764, 0, [37  5  2], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.00740605218515225, 1, [26  4  2], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.007173327645406138, 1, [16  4  5], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.006641595001905102, 1, [61  6 23], 0.9510884001526714
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.006096367963409395, 1, [38  9  2], 0.3333333333333333
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.00591220665512083, 1, [17  5  3], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.0070950233213816286, 1, [22  4  2], 0.9514357064240211
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.008818375291429816, 0, [11  4  5], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.01054353704355454, 0, [34  5  2], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.012506506707341665, 0, [16  5  2], 0.3333333333333333
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.013735749612217464, 1, [13 11  3], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.013210803263140416, 1, [25  4  3], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.012528704416381983, 1, [19  9  2], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.013068645187889234, 0, [23  5  4], 0.3333333333333333
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.009812062378456669, 1, [24  6  2], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.00894449863255272, 1, [55  6  4], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.008419811492741833, 1, [28  9  2], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.010298715965103138, 0, [56  4  4], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.011671892788468603, 0, [29  4  4], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.011291381599446267, 1, [33  4  2], 0.3333333333333333
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.009559173128701979, 1, [15  4  3], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.008141682793444573, 1, [63  6 26], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.0058274934574905155, 1, [39  6  2], 0.3333333333333333
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.00756044202629837, 0, [23  5  5], 0.047351374516615655
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.009304708651364091, 0, [16  4  2], 0.3333333333333333
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.007651235470574154, 1, [23  5  3], 0.9526486254833844
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.006280442978757961, 1, [21  5  2], 0.9527544379234314
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.005807870858711651, 1, [15  6  2], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.007196817152837874, 0, [17  4  3], 0.3333333333333333
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.007212080800837359, 1, [23  4  8], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.008630749509293165, 0, [33  4  4], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.010084787223189498, 0, [10  7  2], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.011705924426702133, 0, [14  8  3], 0.3333333333333333
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.010672026237756647, 1, [16  4  2], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.0123473673986985, 0, [38  4  3], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.009740681773747229, 1, [54  6  2], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.011068993475336684, 0, [60 11  4], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.011942688574690087, 1, [63  6 24], 0.9532730685912789
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.0124628101546296, 0, [34  4  2], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.013036007483757665, 0, [61  4  4], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.014492568873246015, 0, [30  4  2], 0.3333333333333333
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.01556715469372411, 1, [14  6  2], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.014607977606028782, 1, [25  6 22], 0.9534757875423996
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.016174318449861926, 0, [19  8  2], 0.3333333333333333
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.015023825160788378, 1, [58 11  4], 0.3333333333333333
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.013742653684126497, 1, [38  5  5], 0.3333333333333333
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.011484559480446672, 1, [17  4  2], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.012250466007748127, 0, [19  4  2], 0.3333333333333333
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.011950891475211422, 1, [33  4 23], 0.9538734413106227
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.009714745291269283, 1, [53  5  2], 0.9539712703003409
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.011037883848837797, 0, [16  6  2], 0.3333333333333333
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.01261383007675267, 0, [17  5  2], 0.3333333333333333
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.01275190572829966, 1, [62  5 23], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.01201307709420861, 1, [16  5  5], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.013580940963234792, 0, [16  4  4], 0.3333333333333333
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.015163851525720222, 0, [37  6  2], 0.3333333333333333
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.014185041861284572, 1, [14  5  3], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.01365613362977948, 1, [15 11  4], 0.3333333333333333
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.011104066801247916, 1, [22  4  4], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.010377841001045518, 1, [16  5  2], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.010305058355691387, 1, [48  6  3], 0.9546390807428922
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.011350761251446406, 1, [23  6  4], 0.9547321235937332
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.012359292510635634, 1, [40  4  2], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.013501397770862258, 1, [9 4 2], 0.3333333333333333
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.014119172451341042, 0, [22  6  4], 0.3333333333333333
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.015385432278648003, 0, [21  8  2], 0.3333333333333333
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.01626630833744225, 1, [58  4  2], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.01776724190318093, 0, [12  6  2], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.01824011555356884, 0, [57  4  3], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.019860147481375035, 0, [13  4  2], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.01907971065451902, 1, [20  4 22], 0.9550986743703682
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.020570973851569488, 0, [16  6  2], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.021783947344866602, 0, [37 11  2], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.022937075502521668, 0, [23  5  4], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.024487510492011998, 0, [23  6  2], 0.3333333333333333
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.025296333507353646, 1, [25  6  2], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.026754503047440103, 0, [58  4  4], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.02795441026303924, 0, [39  4  5], 0.9552786385837146
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.029138072224388148, 0, [17  6  3], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.030345735080069467, 0, [9 4 5], 0.9552786385837146
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.03146041433334897, 0, [15  6  3], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.032495074417065256, 1, [22  6  4], 0.3333333333333333
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.03360925050316925, 0, [28  4  2], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.034688052714966174, 0, [39  5  2], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.03577008855136922, 0, [9 4 4], 0.9553678178096983
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.03667035290171574, 1, [57 10  3], 0.3333333333333333
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.03754926717298189, 1, [22  6 23], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.038610631200249046, 0, [37  4  5], 0.9555445767112885
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.039727085039586316, 0, [64  5  4], 0.9555445767112885
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.04051635476032406, 0, [39  4  3], 0.9555445767112885
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.04096032046931629, 0, [58  4  4], 0.9555445767112885
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.041386266116535085, 0, [13  4  3], 0.9555445767112885
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.04221977792256272, 0, [24  4  4], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.04189178044854516, 1, [19  6  2], 0.3333333333333333
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.042928704569039564, 0, [37  4  3], 0.9556321715332308
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.043764423652968114, 0, [17  4  4], 0.9556321715332308
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.044680486315832574, 1, [35  4  2], 0.0443678284667692
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.045076208766600345, 0, [51  4  8], 0.9557192539211941
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.04671299336173546, 0, [15  4  2], 0.9557192539211941
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.047308979082744305, 0, [35  4  4], 0.9557192539211941
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.04799272840614902, 0, [15  6  4], 0.9557192539211941
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.04907372099550608, 0, [27  7  3], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.0501398587919875, 0, [34  6  2], 0.9557192539211941
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.051243236382470095, 0, [63  6 21], 0.9557192539211941
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.05244235818790371, 0, [9 4 7], 0.9557192539211941
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.05325287120873944, 0, [64  5 25], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.05440166015336976, 0, [14  4  2], 0.9557192539211941
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.055659175794207476, 0, [23  4  5], 0.9557192539211941
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.056959317005500276, 0, [57  6  6], 0.9557192539211941
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.05789617808885275, 0, [24  6  3], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.058256111855039455, 0, [16  6  2], 0.9557192539211941
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.05864146351862319, 0, [63 11 22], 0.9557192539211941
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.05896432153743661, 0, [18  8  2], 0.9557192539211941
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.059366428261305074, 0, [26  4  4], 0.9557192539211941
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.05983064252881241, 0, [17  5  2], 0.9557192539211941
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.06032652910059383, 0, [23  4  4], 0.9557192539211941
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.060824404969452496, 0, [18  6  3], 0.9557192539211941
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.06127681388388817, 0, [61  6 22], 0.9557192539211941
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.061680873448892365, 0, [54  5  6], 0.9557192539211941
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.062083291048173825, 0, [17  6  3], 0.9557192539211941
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.06262379644459662, 1, [27  4  2], 0.3333333333333333
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.06351701937422907, 0, [20  8  4], 0.9558058274261002
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.06445993828196984, 0, [12  4  3], 0.9558058274261002
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.0654233236455259, 0, [44  4  3], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.06639615479640874, 0, [23  8  2], 0.9558058274261002
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.06786068965188055, 0, [23  4  4], 0.9558058274261002
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.06882054773577122, 0, [38  4  5], 0.9558058274261002
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.069409858574366, 0, [50  6  2], 0.9558058274261002
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.0696798598648454, 0, [22  4  7], 0.9558058274261002
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.06999472889732128, 0, [10  6  2], 0.9558058274261002
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.07031949261344982, 0, [64  5  5], 0.9558058274261002
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.07066460226505425, 0, [16  4  4], 0.9558058274261002
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.07164135181880704, 0, [39  6  4], 0.9558058274261002
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.07284818378226356, 0, [35  4  3], 0.9558058274261002
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.07422564457399894, 0, [64 11  3], 0.9558058274261002
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.07556923240333271, 0, [62  6 25], 0.9558058274261002
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.07566216873763132, 0, [16  6  2], 0.9558058274261002
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.07573388905769274, 0, [14  7  3], 0.9558058274261002
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.07704728778848922, 0, [9 4 3], 0.9558058274261002
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.0771587342512052, 1, [44  6  2], 0.3333333333333333
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.07744354056542072, 0, [24  6 23], 0.6666666666666666
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.0777010352736623, 0, [20  5  5], 0.9558918929712192
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.0782328282962219, 0, [35  4  4], 0.9558918929712192
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.07877122466964005, 0, [ 9 11  4], 0.9558918929712192
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.07933381470899745, 0, [38  4  4], 0.9558918929712192
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.07990623226156407, 0, [22  8  2], 0.9558918929712192
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.08050249517596579, 0, [13  6  2], 0.9558918929712192
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.08132961933850731, 0, [22  7  4], 0.9558918929712192
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.08228377076983748, 0, [9 5 2], 0.9558918929712192
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.08252570781516722, 0, [37  4  3], 0.9558918929712192
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.08274405726573532, 0, [60  5  3], 0.9558918929712192
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.082897788884195, 0, [28  4  4], 0.9558918929712192
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.08314628169196688, 0, [25  4  4], 0.9558918929712192
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.08344237758702007, 0, [23  7  8], 0.9558918929712192
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.08452025600767869, 0, [15  7  2], 0.9558918929712192
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.0851514836574213, 0, [43  7  2], 0.9558918929712192
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.08545818246307356, 0, [22  5  5], 0.9558918929712192
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.08584504429814521, 0, [59 11  4], 0.9558918929712192
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.08589405954047367, 0, [44  6  4], 0.9558918929712192
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.08596332316320529, 0, [14  4  2], 0.9558918929712192
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.08634178688577032, 0, [16  6  3], 0.9558918929712192
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, -0.08669135322286928, 0, [55  5  4], 0.9558918929712192
