Model_Parameters, Mean Cost, Action, Context, Probability
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.01084066942785349, 51.43518829345703, [159, 192], 0.0020000000949949026
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.010809932120021333, 79.57840728759766, [160, 192], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.010779376083810332, 80.27957916259766, [161, 192], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.010748996113925224, 79.97581481933594, [162, 192], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.010718790797919391, 41.47532653808594, [163, 192], 0.0020000000949949026
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.010688761813479483, 81.28074645996094, [164, 192], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.010658906808990263, 81.43800354003906, [165, 192], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.010629219319253409, 61.79930114746094, [166, 192], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.010599714735355707, 80.10845184326172, [166, 193], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.010570401630427073, 49.55495071411133, [167, 193], 0.0020000000949949026
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.010541270265293548, 80.12773132324219, [167, 194], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.010512302423327553, 26.27498435974121, [167, 195], 0.0020000000949949026
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.010483514318061186, 80.74732971191406, [168, 195], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.010454918977994318, 80.35763549804688, [168, 196], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.010426510672728317, 61.57317352294922, [169, 196], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.010398284949902714, 52.51908874511719, [169, 197], 0.0020000000949949026
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.010370239161184189, 80.31258392333984, [170, 197], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.010342338611217531, 81.35501098632812, [171, 197], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.010314608515635757, 79.86087036132812, [172, 197], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.010287005815482562, 80.6485595703125, [173, 197], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.010259555954299995, 75.15880584716797, [174, 197], 0.0020000000949949026
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.010232284030174356, 91.97161102294922, [174, 198], 0.0020000000949949026
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.010205174151218953, 77.4088363647461, [174, 199], 0.0020000000949949026
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.010178225033366706, 6.765207290649414, [175, 199], 0.0020000000949949026
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.010151434632349472, 80.70854949951172, [175, 200], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.010124824904249012, 79.94174194335938, [176, 200], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.01009837633172247, 61.06298828125, [177, 200], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.01007211061378345, 61.34226989746094, [177, 201], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.010046032163007774, 60.87684631347656, [178, 201], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.010020120327589192, 81.39847564697266, [179, 201], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.009994323356164321, 80.81283569335938, [180, 201], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.009968670671674715, 80.1294174194336, [181, 201], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.0099426433927538, 60.78743362426758, [182, 201], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.009916753478041999, 61.82792282104492, [182, 202], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.009890996151080725, 61.17619705200195, [183, 202], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.009865371808737916, 61.19458770751953, [184, 202], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.009839910473885802, 62.40105438232422, [185, 202], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.009814608506018169, 61.043182373046875, [186, 202], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.009789430426557588, 60.847686767578125, [187, 202], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.009764373466626813, 62.1447639465332, [188, 202], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.009739438289965536, 62.1617317199707, [189, 202], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.01076689163445328, 61.2141227722168, [190, 202], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.01178861345850434, 79.72248077392578, [191, 202], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.012804650942769428, 55.56745529174805, [192, 202], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.013815039464126001, 16.092958450317383, [193, 202], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.0148198256979525, 81.46129608154297, [193, 203], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.015819050309070284, 61.422210693359375, [194, 203], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.016812757208557433, 60.92245864868164, [195, 203], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.017801018064113994, 63.1094856262207, [196, 203], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.01878384657123108, 65.96170043945312, [197, 203], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.019761278047632783, 61.85171890258789, [197, 204], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.020733357173348177, 68.44720458984375, [197, 205], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.021700125371362386, 68.5831527709961, [197, 206], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.022661618321744986, 60.83375549316406, [198, 206], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.023617874213287936, 80.46088409423828, [198, 207], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.02456893457816315, 82.00724029541016, [199, 207], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.0255148277716028, 79.04417419433594, [200, 207], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.026455611078113932, 76.993408203125, [201, 207], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.027391326473172252, 76.69988250732422, [201, 208], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.028322870622037876, 56.92472839355469, [202, 208], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.02924942000607696, 58.426002502441406, [202, 209], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.030172115655533134, 50.955265045166016, [203, 209], 0.0020000000949949026
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.03108988280143772, 78.75466918945312, [204, 209], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.03200273039902064, 83.00578308105469, [205, 209], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.032910703289333335, 81.97917938232422, [206, 209], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.033813864241579165, 76.44901275634766, [207, 209], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.03471224161443489, 91.25349426269531, [208, 209], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.03560587366125732, 61.25933837890625, [208, 210], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.03649477813258428, 61.56853485107422, [209, 210], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.03737918568383108, 63.34463882446289, [210, 210], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.03825894260326429, 60.5510139465332, [211, 210], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.03913407888964668, 66.5410385131836, [212, 210], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.0400046451445961, 68.51231384277344, [213, 210], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.040870650384181334, 10.268939971923828, [214, 210], 0.0020000000949949026
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.041732127295315044, 76.85388946533203, [214, 211], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.04258910956018396, 77.57703399658203, [214, 212], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.04344162920360528, 90.91204071044922, [214, 213], 0.0020000000949949026
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.04428972222119435, 16.012989044189453, [215, 213], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.04513340643619361, 48.14939498901367, [216, 213], 0.0020000000949949026
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.045972721700391246, 78.5816650390625, [217, 213], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.0468076880373002, 15.419447898864746, [217, 214], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.04763834474176091, 80.89957427978516, [218, 214], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.04846473771269369, 83.11763000488281, [219, 214], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.049286893051984436, 61.62449264526367, [220, 214], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.0501048259285539, 87.14300537109375, [220, 215], 0.0020000000949949026
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.050918569677061334, 60.524566650390625, [220, 216], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.05172814357346796, 61.16071701049805, [221, 216], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.052533584693285035, 63.662418365478516, [222, 216], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.05333492580015278, 83.97315979003906, [223, 216], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.05413219329161014, 84.27862548828125, [224, 216], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.05492540773504828, 79.84025573730469, [224, 217], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.055714602172419386, 81.07888793945312, [224, 218], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.056499800682760684, 60.914100646972656, [225, 218], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.05728103648284944, 62.4136962890625, [226, 218], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.058058348864473835, 66.6239013671875, [227, 218], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.05883174574100422, 61.97380065917969, [227, 219], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.05960265773922498, 62.07765579223633, [228, 219], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.0603697052806989, 64.1327133178711, [228, 220], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.06113291678269096, 66.58325958251953, [228, 221], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.06189231860783713, 76.32866668701172, [228, 222], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.06264793060351231, 76.35981750488281, [229, 222], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.06339978006961142, 79.78977966308594, [229, 223], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.06414789309285147, 86.32797241210938, [230, 223], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.0648922905920324, 60.78187942504883, [230, 224], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.06563300573115173, 22.105728149414062, [231, 224], 0.0020000000949949026
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.06637006001789833, 16.263845443725586, [231, 225], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.06710347566873491, 19.4188289642334, [231, 226], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.06783327830090378, 69.36186218261719, [231, 227], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.06855949705018104, 17.631587982177734, [232, 227], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.06928214712832133, 79.86831665039062, [233, 227], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.07000125303917032, 76.12858581542969, [233, 228], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.0707168376084128, 82.41958618164062, [234, 228], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.07142892887434306, 85.53036499023438, [235, 228], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.07213754956083049, 90.07442474365234, [236, 228], 0.0020000000949949026
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.07284271117837661, 30.801156997680664, [236, 229], 0.0020000000949949026
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.07354444339707963, 66.18517303466797, [237, 229], 0.0020000000949949026
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.07424277071551348, 82.19392395019531, [238, 229], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.07493770940693231, 62.49002456665039, [238, 230], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.07562928685204395, 77.38294219970703, [238, 231], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.07631759659142406, 33.05234909057617, [239, 231], 0.0020000000949949026
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.07700258628139431, 77.07603454589844, [240, 231], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.07768427656743221, 77.42272186279297, [240, 232], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.07836269221197678, 78.84783935546875, [240, 233], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.07903784855547932, 81.9206314086914, [241, 233], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.07970977481830925, 80.58637237548828, [242, 233], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.08037848836078984, 83.16368103027344, [243, 233], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.08104402315603389, 61.325477600097656, [244, 233], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.08170653353161948, 56.537193298339844, [245, 233], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.08236589045228483, 19.472509384155273, [246, 233], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.0830221175888321, 17.76549530029297, [247, 233], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.08367523487346566, 14.606672286987305, [248, 233], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.08432526071973685, 23.842273712158203, [248, 234], 0.0020000000949949026
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.08497221230332636, 61.50727081298828, [248, 235], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.08561611427468872, 25.891925811767578, [249, 235], 0.0020000000949949026
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.08625698113021335, 75.70410919189453, [249, 236], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.08689483771758853, 16.376445770263672, [249, 237], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.08752969630321651, 83.60594177246094, [249, 238], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.08816157022204976, 86.08116912841797, [250, 238], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.08879048119223715, 76.54899597167969, [250, 239], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.08941645115510002, 60.68043518066406, [250, 240], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.0900394986887355, 57.56940460205078, [250, 241], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.09065964132878461, 81.58120727539062, [250, 242], 0.0020000000949949026
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.09127690418037228, 15.197932243347168, [251, 242], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.0918912973555613, 76.73621368408203, [251, 243], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.09250283997841804, 61.79844665527344, [251, 244], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.09311154915345528, 61.246177673339844, [251, 245], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.09371744206743841, 63.1173095703125, [251, 246], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.09432053614954648, 57.917686462402344, [251, 247], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.09492085118745314, 15.022371292114258, [252, 247], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.0955184009316189, 58.435462951660156, [252, 248], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.09611320238827877, 56.67510986328125, [252, 249], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.09670527217310655, 57.261592864990234, [252, 250], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.09729463055906197, 17.105669021606445, [253, 250], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.09788129344340371, 17.273834228515625, [254, 250], 0.4020000100135803
{'Model_Parameters': {'cover': 3, 'mab_weight_epsilon': 0.2, 'mab_weight_bandwidth': 1}}, 0.09846527324779258, 56.61404800415039, [254, 251], 0.4020000100135803
